id,sku,name,en description,,es description
12362,JS2C112,Hoop Bolt Down,"<p>Mild Steel Hoop Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12361,JS2C111,Hoop Submerged,"<p>Mild Steel Hoop Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12360,JS2C110,Hoop Submerged,"<p>Mild Steel Hoop Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12358,JS2C108,Hoop Submerged,"<p>Mild Steel Hoop Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12776,JS4B291,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a GA BD Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12772,JS4B287,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a GA BD Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12780,JS4B295,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a GA BD Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12775,JS4B290,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a GA RF Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12771,JS4B286,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a GA RF Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12779,JS4B294,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a GA RF Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12778,JS4B293,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a PPC BD Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12774,JS4B289,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a PPC BD Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12782,JS4B297,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a PPC BD Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12777,JS4B292,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a PPC RF Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12773,JS4B288,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a PPC RF Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12781,JS4B296,Kirby/Harrogate Cycle Stand,"<p>Mild Steel Kirby/Harrogate Cycle Stand in a PPC RF Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12493,JS2C243,Large Bull Ring Bolt Down,"<p>Mild Steel Large Bull Ring Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12492,JS2C242,Large Bull Ring Bolt Down,"<p>Mild Steel Large Bull Ring Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12491,JS2C241,Large Bull Ring Bolt Down,"<p>Mild Steel Large Bull Ring Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12490,JS2C240,Large Bull Ring Submerged,"<p>Mild Steel Large Bull Ring Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12489,JS2C239,Large Bull Ring Submerged,"<p>Mild Steel Large Bull Ring Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12488,JS2C238,Large Bull Ring Submerged,"<p>Mild Steel Large Bull Ring Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12499,JS2C249,Lollipop Bolt Down,"<p>Mild Steel Lollipop Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12498,JS2C248,Lollipop Bolt Down,"<p>Mild Steel Lollipop Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12497,JS2C247,Lollipop Bolt Down,"<p>Mild Steel Lollipop Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12496,JS2C246,Lollipop Submerged,"<p>Mild Steel Lollipop Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12495,JS2C245,Lollipop Submerged,"<p>Mild Steel Lollipop Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12494,JS2C244,Lollipop Submerged,"<p>Mild Steel Lollipop Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12842,JS4B357,London Cycle Stand,"<p>Mild Steel London Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12838,JS4B353,London Cycle Stand,"<p>Mild Steel London Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12846,JS4B361,London Cycle Stand,"<p>Mild Steel London Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12840,JS4B355,London Cycle Stand,"<p>Mild Steel London Cycle Stand in a Galvanised Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12836,JS4B351,London Cycle Stand,"<p>Mild Steel London Cycle Stand in a Galvanised Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
